retention_in_hour,count
490001, 49
490002, 236
490003, 1
490004, 1
490007, 6
490009, 2
490010, 1
490011, 2
490012, 1
490014, 3
490015, 16
490016, 2
490019, 2
490020, 12
490023, 1
490024, 71
490025, 37
490027, 6
490030, 1
490032, 17
490034, 8
490035, 1
490036, 1
490037, 1
490040, 2
490041, 1
490045, 7
490046, 7
490048, 1
490049, 268635
500000, 2185
500001, 132
500002, 46
500003, 2
500004, 8
500005, 760
500006, 2
500007, 1
500008, 2
500009, 48
500010, 1
500011, 2
500013, 1
500014, 1
500016, 1
500017, 1
500020, 2
500021, 3
500022, 4
500023, 3
500024, 6
500025, 53
500026, 24
500028, 2
500030, 1
500033, 3
500034, 1
500035, 3
500037, 2
500038, 1
500039, 3
500041, 13
500044, 1
500046, 2
500048, 1
500050, 308199
510000, 300
510001, 26
510002, 242
510003, 3
510004, 15
510007, 7
510009, 2
510010, 2
510011, 1
510012, 1
510015, 2
510016, 1
510017, 1
510018, 4
510019, 7
510020, 4
510021, 1
510022, 1
510024, 12
510026, 8
510028, 3
510030, 1
510031, 2
510032, 2
510034, 51
510035, 4
510036, 2
510037, 8
510038, 1
510039, 4
510040, 1
510042, 1
510044, 2
510046, 6
510047, 1
510048, 2
510050, 1
510051, 400899
520000, 529
520001, 248
520002, 12
520003, 2
520004, 9
520005, 31
520006, 1
520007, 2
520009, 1
520010, 2
520012, 1
520013, 1
520015, 9
520016, 6
520019, 32
520021, 1
520022, 5
520023, 4
520024, 7
520025, 71
520026, 6
520027, 1
520028, 730
520030, 2
520034, 11
520035, 2
520037, 1
520038, 2
520039, 3
520040, 3
520041, 1
520048, 9
520052, 320126
530000, 91
530001, 19
530002, 57
530003, 1
530004, 2
530005, 1
530006, 2
530007, 1
530008, 1
530009, 8
530010, 26
530011, 13
530012, 7
530013, 64
530015, 3
530016, 2
530018, 1
530020, 1
530022, 1
530023, 1
530024, 1
530025, 9
530027, 1
530028, 6786
530030, 8
530031, 1
530032, 3
530033, 1
530034, 9
530035, 2
530036, 2
530039, 2
530040, 4
530041, 4
530043, 2
530044, 7
530050, 1
530052, 3
530053, 159162
540000, 118
540001, 77
540002, 8
540003, 8
540004, 2
540005, 2
540006, 2
540009, 17
540013, 1
540014, 2
540015, 4
540019, 843
540020, 4
540021, 21
540022, 5
540023, 3
540024, 4
540026, 6
540029, 4
540032, 2
540033, 1
540034, 3
540035, 1
540036, 3
540037, 1
540040, 2
540041, 1
540047, 5
540052, 5
540054, 3289
550000, 267
550001, 68
550002, 11
550003, 2
550004, 110
550005, 9
550006, 6
550007, 2
550008, 1
550009, 1
550010, 1
550012, 14
550015, 3
550018, 4
550019, 27
550022, 2
550023, 5
550024, 16
550025, 3
550026, 1
550030, 1
550032, 10
550034, 1
550035, 1
550036, 2
550044, 1
550045, 2
550046, 21
550051, 3
550052, 2
550055, 11216
560000, 63
560001, 66
560002, 3
560003, 2
560005, 1
560006, 3
560007, 1
560008, 140
560009, 2
560012, 3
560014, 1
560016, 1
560024, 5
560025, 30
560026, 1
560027, 1
560028, 4
560029, 648
560031, 1
560032, 8
560034, 15
560035, 4
560036, 1
560037, 1
560039, 7
560040, 8
560049, 1
560052, 4
560055, 4
560056, 11340
570000, 162
570001, 64
570002, 6
570003, 1
570005, 2
570006, 9
570009, 2
570011, 2
570012, 7
570014, 1
570015, 2
570016, 4
570019, 4
570020, 1
570021, 1
570022, 1
570023, 2
570024, 29
570026, 3
570029, 1
570030, 4
570032, 5
570033, 2
570036, 1
570037, 1
570039, 5
570047, 15
570049, 127
570050, 1
570052, 1
570053, 1
570056, 13
570057, 27721
580000, 239
580001, 194
580002, 15
580003, 4
580006, 2
580010, 5
580012, 1
580013, 1
580014, 26
580015, 1
580018, 1
580019, 2
580023, 1
580024, 28
580025, 13
580026, 4
580027, 3
580032, 2
580033, 3
580035, 3
580036, 1
580037, 1
580038, 1
580039, 1
580040, 15
580041, 2
580042, 1
580045, 1
580046, 1
580048, 1
580052, 1
580057, 15
580058, 46121
590000, 43
590001, 71
590002, 4
590005, 1
590009, 1
590011, 2
590014, 2
590015, 1
590016, 1
590019, 1
590021, 9
590024, 12
590025, 6
590029, 1
590030, 1
590032, 2
590034, 3
590036, 2
590037, 4
590039, 1
590042, 1
590047, 3
590049, 1
590050, 1
590051, 1
590057, 2
590058, 9
590059, 142945
600000, 88
600001, 22
600002, 30
600003, 2
600004, 3
600007, 2
600008, 1
600009, 17
600014, 3
600015, 1
600016, 2
600017, 3
600018, 1
600019, 3
600020, 2
600022, 1
600023, 3
600024, 4
600025, 17
600028, 2
600029, 2
600030, 1
600033, 1
600034, 1
600035, 15
600037, 1
600040, 1
600041, 1
600042, 1
600043, 4
600049, 1
600050, 1
600053, 1
600054, 1
600056, 1
600057, 1
600058, 1
600060, 75535
610000, 37
610001, 50
610002, 10
610003, 1
610007, 1
610008, 2
610009, 4
610010, 44
610011, 1
610012, 1
610013, 1
610015, 1
610016, 6
610017, 1
610021, 1
610023, 1
610024, 13
610025, 22
610026, 2
610027, 5
610029, 223
610037, 2
610042, 1
610044, 2
610045, 3
610046, 1
610049, 1
610055, 1
610056, 2
610058, 1
610059, 1
610061, 51957
620000, 47
620001, 47
620002, 10
620003, 1
620006, 3
620009, 7
620010, 233
620012, 752
620013, 1
620014, 2
620015, 2
620016, 1
620017, 3
620018, 1
620021, 1
620022, 2
620024, 1
620025, 3
620028, 1
620029, 11
620032, 1
620039, 1
620040, 2
620041, 1
620042, 1
620046, 9
620049, 1
620052, 1
620053, 10
620055, 1
620056, 2
620057, 4
620058, 1
620059, 1
620062, 87747
630000, 40
630001, 19
630002, 12
630003, 3
630009, 6
630010, 940
630012, 1
630013, 1
630014, 1
630015, 3
630017, 1
630018, 1
630021, 1
630024, 3
630025, 7
630027, 13
630034, 1
630035, 3
630037, 5
630039, 1
630041, 1
630042, 1
630052, 1
630057, 1
630058, 1
630060, 1
630061, 3
630063, 41996
640000, 286
640001, 19
640002, 7
640003, 36
640004, 2
640005, 1
640007, 3
640009, 2
640010, 2
640012, 32
640013, 2
640014, 1
640015, 3
640016, 19
640018, 1
640020, 1
640023, 4
640024, 6
640025, 1
640027, 1
640029, 1
640030, 1
640031, 2
640034, 1
640035, 16
640039, 18
640040, 97
640042, 7
640048, 3
640049, 1
640050, 1
640052, 1
640053, 1
640055, 1
640056, 1
640057, 3
640058, 1
640064, 148825
650000, 66
650001, 16
650002, 9
650003, 1
650004, 2
650005, 1
650006, 1
650010, 1
650012, 1
650013, 5
650015, 2
650017, 69
650018, 2
650019, 2
650020, 1
650022, 3
650024, 16
650025, 1
650026, 1
650032, 1
650033, 1
650035, 3
650036, 1
650039, 1
650041, 13
650043, 1
650046, 1
650047, 1
650048, 44
650053, 1
650057, 3
650058, 1
650063, 1
650065, 16360
660000, 67
660001, 6
660002, 7
660003, 4
660004, 26
660005, 4
660007, 6
660008, 1
660009, 2
660012, 2
660015, 2
660016, 3
660018, 3
660019, 1
660021, 1
660022, 1
660023, 2
660024, 11
660025, 2
660026, 3
660027, 3
660028, 1
660030, 1
660033, 1
660037, 1
660040, 5
660041, 31
660045, 1
660046, 3
660047, 1
660048, 16
660049, 2
660054, 1
660056, 1
660057, 2
660058, 2
660060, 1
660061, 1
660065, 2
660066, 142770
670000, 60
670001, 29
670002, 6
670003, 1
670006, 2
670007, 2
670009, 44
670012, 5
670015, 3
670017, 3
670021, 1
670022, 2
670024, 5
670025, 1
670027, 4
670030, 1
670031, 1
670033, 2
670036, 1
670040, 1
670041, 1
670054, 1
670057, 4
670059, 2
670060, 1
670064, 1
670065, 3
670067, 67539
680000, 21
680001, 32
680002, 5
680003, 1
680006, 2
680007, 3
680010, 2
680011, 2
680013, 2
680015, 19
680019, 1
680020, 1
680023, 1
680024, 13
680025, 23
680028, 2
680035, 10
680039, 1
680040, 10
680043, 8
680052, 1
680057, 2
680061, 1
680065, 1
680068, 33733
690000, 21
690001, 30
690002, 4
690003, 1
690004, 6
690005, 1
690010, 1
690012, 1
690013, 3
690014, 2
690015, 6
690016, 1
690017, 738
690018, 1
690019, 3
690020, 2
690024, 3
690025, 13
690031, 2
690039, 7
690040, 5
690042, 2
690048, 1
690057, 2
690058, 1
690060, 1
690063, 1
690066, 1
690069, 182275
700000, 5
700001, 38
700002, 1
700006, 5
700007, 1
700008, 1
700009, 3
700010, 8
700012, 3
700013, 1
700015, 4
700016, 3
700017, 309
700020, 2
700022, 1
700024, 19
700025, 5
700026, 2
700027, 1
700028, 1
700029, 15
700030, 1
700032, 1
700033, 2
700036, 1
700039, 1
700044, 4
700045, 1
700046, 1
700052, 6
700055, 1
700056, 1
700057, 2
700070, 56576
710000, 28
710001, 30
710002, 5
710003, 1
710007, 3
710008, 1
710012, 2
710015, 2
710016, 2
710017, 1
710018, 13
710019, 2
710021, 3
710024, 4
710025, 3
710027, 1
710032, 1
710034, 14
710035, 3
710036, 1
710037, 1
710040, 17
710042, 1
710044, 1
710045, 2
710048, 2
710053, 1
710061, 1
710070, 29
710071, 17681
720000, 166
720001, 36
720002, 4
720003, 1
720005, 4
720006, 11
720008, 4
720009, 1
720011, 1
720012, 3
720013, 2
720014, 1
720015, 8
720017, 1
720018, 1
720019, 17
720020, 48
720023, 1
720024, 79
720025, 5
720026, 4
720027, 1
720028, 7
720032, 2
720034, 1
720039, 4
720040, 3
720041, 1
720043, 6
720045, 9
720048, 63
720049, 1
720050, 1
720051, 1
720055, 3
720056, 9
720057, 2
720060, 5
720065, 4
720066, 32
720067, 1
720071, 4
720072, 39613
730000, 85
730001, 43
730002, 11
730003, 2
730005, 16
730006, 4
730007, 1
730011, 3
730012, 10
730014, 1
730016, 1
730018, 2
730020, 4
730022, 2
730023, 1
730024, 14
730025, 5
730026, 1
730031, 4
730032, 1
730033, 1
730034, 7
730037, 6
730038, 1
730047, 1
730048, 1
730049, 6
730053, 1
730055, 8
730057, 4
730058, 1
730065, 3
730073, 82943
740000, 65
740001, 45
740002, 10
740003, 3
740005, 7
740007, 5
740008, 1
740009, 3
740010, 2
740013, 1
740014, 1
740020, 6
740021, 8
740024, 26
740025, 7
740026, 3
740027, 1
740028, 1
740029, 4
740032, 1
740035, 14
740036, 1
740038, 1
740040, 10
740048, 1
740050, 35
740057, 2
740058, 2
740061, 3
740063, 1
740064, 2
740066, 3
740067, 5
740074, 28094
750000, 190
750001, 41
750002, 10
750003, 2
750004, 15
750005, 3
750006, 1
750009, 3
750010, 4
750012, 1
750013, 2
750014, 1
750023, 13
750024, 4
750025, 4
750026, 12
750027, 7
750029, 1
750032, 1
750035, 27
750036, 1
750039, 2
750040, 18
750041, 1
750044, 1
750045, 1
750049, 6
750050, 3
750061, 1
750070, 1
750072, 1
750075, 1755
760000, 30
760001, 32
760002, 2
760003, 9
760005, 8
760006, 1
760007, 1
760009, 16
760011, 1
760012, 2
760013, 2
760014, 1
760015, 10
760016, 1
760018, 2
760019, 5
760022, 1
760024, 4
760025, 4
760032, 4
760034, 4
760035, 76
760037, 164
760039, 2
760040, 1
760042, 32
760048, 1
760057, 6
760063, 1
760065, 1
760076, 50047
770000, 76
770001, 13
770002, 14
770003, 89
770004, 4
770006, 3
770007, 1
770009, 7
770015, 234
770020, 5
770024, 7
770025, 7
770028, 1
770034, 10
770036, 1
770039, 3
770043, 4
770049, 4
770052, 1
770057, 3
770058, 1
770059, 2
770060, 3
770061, 2
770063, 2
770064, 3
770066, 4
770070, 3
770072, 10
770074, 1
770077, 658
780000, 185
780001, 76
780002, 29
780003, 2
780004, 93
780005, 3
780006, 1
780007, 1
780009, 1
780013, 1
780016, 4
780017, 1
780019, 1
780020, 5
780022, 4
780024, 4
780025, 1
780029, 1
780034, 10
780035, 2
780039, 12
780041, 5
780057, 5
780060, 2
780064, 2
780070, 14
780078, 176
790000, 59
790001, 21
790002, 4
790003, 1
790005, 1
790007, 10
790009, 1
790011, 3
790012, 5
790016, 1
790020, 6
790024, 5
790026, 1
790033, 1
790036, 8
790040, 27
790041, 5
790044, 1
790049, 36
790054, 1
790055, 1
790057, 2
790058, 1
790062, 1
790066, 1
790071, 7
790079, 177450
800000, 221
800001, 21
800002, 13
800003, 4
800006, 6
800011, 1
800012, 1
800014, 1
800015, 1
800016, 1
800018, 1
800019, 4
800024, 6
800034, 2
800036, 1
800038, 1
800055, 1
800057, 1
800058, 2
800064, 1
800066, 1
800067, 2
800077, 1
800080, 298988
810000, 21
810001, 30
810002, 9
810003, 9
810005, 10
810006, 2
810009, 2
810010, 8
810011, 1
810012, 2
810013, 1
810015, 3
810016, 2
810020, 1
810021, 1
810023, 3
810024, 8
810025, 2
810031, 1
810034, 5
810036, 1
810040, 1
810048, 1
810049, 1
810057, 4
810060, 1
810061, 1
810063, 1
810066, 6
810067, 1
810078, 2
810081, 196239
820000, 56
820001, 24
820002, 8
820005, 234
820006, 2
820009, 53
820010, 2
820012, 1
820013, 2
820014, 1
820015, 1
820016, 1
820018, 1
820020, 1
820021, 1
820024, 13
820025, 10
820033, 1
820034, 5
820035, 1
820036, 1
820041, 2
820044, 3
820048, 1
820049, 1
820057, 3
820060, 1
820061, 8
820064, 1
820076, 3
820079, 4
820082, 293280
830000, 547
830001, 30
830002, 11
830003, 2
830004, 29
830008, 1
830019, 1
830023, 3
830024, 7
830025, 8
830028, 2
830029, 1
830033, 1
830034, 2
830046, 1
830057, 2
830061, 542
830062, 933
830070, 13
830080, 3
830083, 306828
840000, 1421
840001, 1420
840002, 4
840003, 3
840009, 8
840010, 109
840012, 2
840014, 1
840017, 2
840020, 1
840024, 2
840025, 6
840027, 1
840031, 1
840032, 1
840047, 3
840048, 1
840049, 1
840057, 2
840060, 2
840062, 1
840066, 5
840070, 11
840081, 1
840084, 236007
850000, 56
850001, 6
850003, 1
850005, 1
850006, 1
850008, 2
850012, 16
850013, 1
850018, 1
850019, 1
850022, 9
850024, 22
850025, 15
850027, 2
850028, 1
850029, 1
850032, 1
850053, 1
850057, 2
850059, 1
850062, 19
850063, 1
850064, 1
850066, 9
850068, 1
850070, 1
850082, 4
850085, 208061
860000, 36
860001, 25
860002, 5
860003, 31
860007, 2
860008, 1
860014, 1
860015, 1
860016, 1
860018, 1
860020, 4
860023, 1
860024, 20
860028, 1
860032, 1
860034, 3
860041, 1
860047, 1
860048, 1
860049, 87
860052, 1
860053, 1
860054, 2
860061, 1
860062, 230
860063, 1
860064, 4
860067, 6
860086, 64597
870000, 20
870001, 45
870002, 3
870003, 5
870004, 2
870005, 1
870006, 1
870007, 1
870008, 3
870014, 2
870015, 1
870016, 2
870021, 1
870024, 14
870026, 10
870034, 2
870036, 1
870046, 1
870049, 1
870063, 1
870064, 5
870067, 8
870070, 1
870082, 2
870087, 15107
880000, 33
